wavelength_um,transit_depth,transit_depth_ppm,atmosphere,name,scenario
0.5,0.0050253486624477475,5025.348662447747,A,N₂-dominated (Earth-like),postflare_cumul
0.505025083542084,0.005024750379489207,5024.750379489207,A,N₂-dominated (Earth-like),postflare_cumul
0.5101006700133779,0.005024157907512431,5024.157907512431,A,N₂-dominated (Earth-like),postflare_cumul
0.5152272669767585,0.005023571308767062,5023.571308767062,A,N₂-dominated (Earth-like),postflare_cumul
0.5204053870961941,0.005022990559772267,5022.990559772267,A,N₂-dominated (Earth-like),postflare_cumul
0.5256355481880121,0.00502241553798377,5022.41553798377,A,N₂-dominated (Earth-like),postflare_cumul
0.5309182732726798,0.005021846009105117,5021.8460091051165,A,N₂-dominated (Earth-like),postflare_cumul
0.5362540906271083,0.005021281615602493,5021.281615602494,A,N₂-dominated (Earth-like),postflare_cumul
0.5416435338374793,0.005020721867019185,5020.721867019185,A,N₂-dominated (Earth-like),postflare_cumul
0.5470871418526052,0.005020166132696665,5020.166132696665,A,N₂-dominated (Earth-like),postflare_cumul
0.5525854590378239,0.0050196136374906376,5019.613637490637,A,N₂-dominated (Earth-like),postflare_cumul
0.5581390352294356,0.0050190634610201654,5019.063461020165,A,N₂-dominated (Earth-like),postflare_cumul
0.5637484257896879,0.005018514540906696,5018.514540906696,A,N₂-dominated (Earth-like),postflare_cumul
0.5694141916623109,0.005017965680350415,5017.965680350415,A,N₂-dominated (Earth-like),postflare_cumul
0.5751368994286137,0.005017415560259057,5017.415560259057,A,N₂-dominated (Earth-like),postflare_cumul
0.5809171213641415,0.005016862755995927,5016.862755995927,A,N₂-dominated (Earth-like),postflare_cumul
0.5867554354959051,0.0050163057586577325,5016.305758657732,A,N₂-dominated (Earth-like),postflare_cumul
0.5926524256601827,0.005015743000636336,5015.743000636336,A,N₂-dominated (Earth-like),postflare_cumul
0.5986086815609051,0.005015172885069249,5015.172885069249,A,N₂-dominated (Earth-like),postflare_cumul
0.6046247988286257,0.005014593818646429,5014.593818646429,A,N₂-dominated (Earth-like),postflare_cumul
0.6107013790800849,0.005014004254664652,5014.004254664652,A,N₂-dominated (Earth-like),postflare_cumul
0.6168390299783716,0.00501353039441687,5013.53039441687,A,N₂-dominated (Earth-like),postflare_cumul
0.6230383652936904,0.005031414990093326,5031.414990093325,A,N₂-dominated (Earth-like),postflare_cumul
0.6293000049647389,0.005048098983508631,5048.098983508631,A,N₂-dominated (Earth-like),postflare_cumul
0.6356245751607024,0.0050164558635031635,5016.4558635031635,A,N₂-dominated (Earth-like),postflare_cumul
0.6420127083438707,0.005010854693008281,5010.854693008281,A,N₂-dominated (Earth-like),postflare_cumul
0.6484650433328859,0.005010173644340628,5010.173644340628,A,N₂-dominated (Earth-like),postflare_cumul
0.6549822253666236,0.0050094782318347315,5009.478231834732,A,N₂-dominated (Earth-like),postflare_cumul
0.6615649061687184,0.005008765756808095,5008.765756808095,A,N₂-dominated (Earth-like),postflare_cumul
0.668213744012736,0.005008036616859649,5008.036616859649,A,N₂-dominated (Earth-like),postflare_cumul
0.6749294037880016,0.005007333956359302,5007.333956359302,A,N₂-dominated (Earth-like),postflare_cumul
0.6817125570660889,0.005033099517213763,5033.099517213764,A,N₂-dominated (Earth-like),postflare_cumul
0.6885638821679786,0.005066109959247207,5066.1099592472065,A,N₂-dominated (Earth-like),postflare_cumul
0.6954840642318901,0.005021710076335782,5021.710076335782,A,N₂-dominated (Earth-like),postflare_cumul
0.7024737952817969,0.005004948908218954,5004.948908218955,A,N₂-dominated (Earth-like),postflare_cumul
0.7095337742966287,0.00500683753564084,5006.83753564084,A,N₂-dominated (Earth-like),postflare_cumul
0.7166647072801701,0.005009576277427771,5009.576277427771,A,N₂-dominated (Earth-like),postflare_cumul
0.7238673073316623,0.0050088734779161,5008.8734779161005,A,N₂-dominated (Earth-like),postflare_cumul
0.7311422947171122,0.0050045078332515485,5004.507833251549,A,N₂-dominated (Earth-like),postflare_cumul
0.7384903969413213,0.005000878349047456,5000.878349047456,A,N₂-dominated (Earth-like),postflare_cumul
0.7459123488206352,0.005000722624893847,5000.722624893847,A,N₂-dominated (Earth-like),postflare_cumul
0.7534088925564268,0.005054891153267399,5054.891153267399,A,N₂-dominated (Earth-like),postflare_cumul
0.7609807778093168,0.005092384641560079,5092.384641560078,A,N₂-dominated (Earth-like),postflare_cumul
0.7686287617741407,0.005070108548552203,5070.1085485522035,A,N₂-dominated (Earth-like),postflare_cumul
0.776353609255668,0.00500322439479373,5003.22439479373,A,N₂-dominated (Earth-like),postflare_cumul
0.7841560927450845,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.7920369924972409,0.004995773431069058,4995.7734310690585,A,N₂-dominated (Earth-like),postflare_cumul
0.7999970966086801,0.005000528362787008,5000.528362787008,A,N₂-dominated (Earth-like),postflare_cumul
0.8080372010964467,0.005010563940924277,5010.563940924277,A,N₂-dominated (Earth-like),postflare_cumul
0.8161581099776894,0.005018049090724267,5018.0490907242665,A,N₂-dominated (Earth-like),postflare_cumul
0.8243606353500641,0.005017619089812281,5017.619089812281,A,N₂-dominated (Earth-like),postflare_cumul
0.8326455974729432,0.005008911477525299,5008.911477525299,A,N₂-dominated (Earth-like),postflare_cumul
0.8410138248494432,0.004997006036742515,4997.006036742515,A,N₂-dominated (Earth-like),postflare_cumul
0.8494661543092753,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.8580034310924293,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.8666265089336976,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.8753362501480506,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.8841335257168677,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.8930192153750367,0.004997370420818187,4997.370420818187,A,N₂-dominated (Earth-like),postflare_cumul
0.9019942076989285,0.005009477766557341,5009.477766557341,A,N₂-dominated (Earth-like),postflare_cumul
0.9110594001952544,0.005022380468823513,5022.380468823513,A,N₂-dominated (Earth-like),postflare_cumul
0.9202156993908187,0.005032907550323974,5032.907550323975,A,N₂-dominated (Earth-like),postflare_cumul
0.929464020923171,0.00503977479609762,5039.774796097619,A,N₂-dominated (Earth-like),postflare_cumul
0.9388052896321716,0.005042484906731673,5042.484906731673,A,N₂-dominated (Earth-like),postflare_cumul
0.9482404396524757,0.0050408053955434354,5040.805395543435,A,N₂-dominated (Earth-like),postflare_cumul
0.9577704145069481,0.005034633712943215,5034.633712943215,A,N₂-dominated (Earth-like),postflare_cumul
0.9673961672010158,0.005024059163571387,5024.059163571387,A,N₂-dominated (Earth-like),postflare_cumul
0.9771186603179698,0.005009765500512256,5009.765500512256,A,N₂-dominated (Earth-like),postflare_cumul
0.9869388661152239,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
0.9968577666215412,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0068763537352383,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0169956293233753,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0272166053219438,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0375403038370612,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0479677572471822,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0585000083063374,0.004995676958852505,4995.676958852505,A,N₂-dominated (Earth-like),postflare_cumul
1.0691381102484092,0.004999494702969411,4999.494702969411,A,N₂-dominated (Earth-like),postflare_cumul
1.0798831268924576,0.005015388354979376,5015.388354979375,A,N₂-dominated (Earth-like),postflare_cumul
1.0907361327491005,0.005030305826329906,5030.305826329906,A,N₂-dominated (Earth-like),postflare_cumul
1.1016982131279685,0.005042798947351951,5042.798947351951,A,N₂-dominated (Earth-like),postflare_cumul
