wavelength_um,transit_depth,transit_depth_ppm,atmosphere,name,scenario
0.5,0.005004355627033767,5004.355627033768,B,CO₂-dominated (Venus-analog),quiescent
0.505025083542084,0.005003737943875099,5003.737943875099,B,CO₂-dominated (Venus-analog),quiescent
0.5101006700133779,0.005003120349228857,5003.120349228858,B,CO₂-dominated (Venus-analog),quiescent
0.5152272669767585,0.0050025028442548265,5002.502844254826,B,CO₂-dominated (Venus-analog),quiescent
0.5204053870961941,0.005001885429456781,5001.885429456781,B,CO₂-dominated (Venus-analog),quiescent
0.5256355481880121,0.005001268104553199,5001.268104553199,B,CO₂-dominated (Venus-analog),quiescent
0.5309182732726798,0.005000650868345749,5000.65086834575,B,CO₂-dominated (Venus-analog),quiescent
0.5362540906271083,0.00500003371858972,5000.03371858972,B,CO₂-dominated (Venus-analog),quiescent
0.5416435338374793,0.004999416651871548,4999.416651871547,B,CO₂-dominated (Venus-analog),quiescent
0.5470871418526052,0.004998799663499286,4998.799663499286,B,CO₂-dominated (Venus-analog),quiescent
0.5525854590378239,0.004998182747412585,4998.182747412585,B,CO₂-dominated (Venus-analog),quiescent
0.5581390352294356,0.004997565896119279,4997.565896119279,B,CO₂-dominated (Venus-analog),quiescent
0.5637484257896879,0.004996949100665892,4996.949100665892,B,CO₂-dominated (Venus-analog),quiescent
0.5694141916623109,0.00499633235064927,4996.33235064927,B,CO₂-dominated (Venus-analog),quiescent
0.5751368994286137,0.004995715634276116,4995.715634276116,B,CO₂-dominated (Venus-analog),quiescent
0.5809171213641415,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.5867554354959051,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.5926524256601827,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.5986086815609051,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6046247988286257,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6107013790800849,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6168390299783716,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6230383652936904,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6293000049647389,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6356245751607024,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6420127083438707,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6484650433328859,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6549822253666236,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
0.6615649061687184,0.004995676958852505,4995.676958852505,B,CO₂-dominated (Venus-analog),quiescent
