time_sec,flux_5pct
-300.0,0.0
-296.0960960960961,0.0
-292.1921921921922,0.0
-288.2882882882883,0.0
-284.38438438438436,0.0
-280.4804804804805,0.0
-276.5765765765766,0.0
-272.67267267267266,0.0
-268.7687687687688,0.0
-264.86486486486484,0.0
-260.96096096096096,0.0
-257.0570570570571,0.0
-253.15315315315314,0.0
-249.24924924924926,0.0
-245.34534534534535,0.0
-241.44144144144144,0.0
-237.53753753753753,0.0
-233.63363363363362,0.0
-229.72972972972974,0.0
-225.82582582582583,0.0
-221.92192192192192,0.0
-218.01801801801804,0.0
-214.1141141141141,0.0
-210.21021021021022,0.0
-206.3063063063063,0.0
-202.4024024024024,0.0
-198.49849849849852,0.0
-194.59459459459458,0.0
-190.6906906906907,0.0
-186.7867867867868,0.0
-182.88288288288288,0.0
-178.978978978979,0.0
-175.07507507507506,0.0
-171.17117117117118,0.0
-167.26726726726727,0.0
-163.36336336336336,0.0
-159.45945945945945,0.0
-155.55555555555557,0.0
-151.65165165165166,0.0
-147.74774774774775,0.0
-143.84384384384384,0.0
-139.93993993993993,0.0
-136.03603603603605,0.0
-132.13213213213214,0.0
-128.22822822822823,0.0
-124.32432432432432,0.0
-120.42042042042041,0.0
-116.51651651651653,0.0
-112.61261261261262,0.0
-108.70870870870871,0.0
-104.8048048048048,0.0
-100.9009009009009,0.0
-96.99699699699701,0.0
-93.0930930930931,0.0
-89.1891891891892,0.0
-85.28528528528528,0.0
-81.38138138138137,0.0
-77.47747747747749,0.0
-73.57357357357358,0.0
-69.66966966966967,0.0
-65.76576576576576,0.0
-61.861861861861854,0.0
-57.95795795795797,0.0003337273462964141
-54.05405405405406,0.0005250461011225338
-50.150150150150154,0.0008908073110619586
-46.246246246246244,0.001568322318615767
-42.34234234234236,0.002670707487693744
-38.438438438438425,0.0042868842036144885
-34.534534534534544,0.0064815788731052565
-30.630630630630662,0.009295322924302135
-26.726726726726724,0.01274445280674998
-22.822822822822843,0.016821109991402256
-18.918918918918905,0.0214932409706214
-15.015015015015024,0.026704597258178336
-11.111111111111143,0.03237473538925295
-7.207207207207205,0.03839901692043388
-3.3033033033033234,0.0446486084297183
0.6006006006006146,0.04901049726363798
4.504504504504496,0.045387487990421596
8.408408408408377,0.042100741400298174
12.312312312312315,0.03911740538529694
16.216216216216196,0.03640786881215844
20.120120120120134,0.033945441218735405
24.024024024024015,0.031706064176061866
27.927927927927897,0.029668051185392397
31.831831831831835,0.027811853289042288
35.735735735735716,0.026119847852782152
39.639639639639654,0.02457614822888824
43.543543543543535,0.02316643223544744
47.447447447447416,0.02187778759161841
51.351351351351354,0.02069857263247567
55.255255255255236,0.01961829079280268
59.159159159159174,0.018627477498553507
63.063063063063055,0.017717598239290262
66.96696696696694,0.016880956716183497
70.87087087087087,0.016110612069453314
74.77477477477476,0.015400304287613069
78.6786786786787,0.014744386989625083
82.58258258258257,0.01413776685105146
86.48648648648646,0.013575849017348866
90.3903903903904,0.01305448791239792
94.29429429429428,0.012569942908878418
98.19819819819821,0.01211883837983608
102.1021021021021,0.01169812769830822
106.00600600600598,0.01130506079469766
109.90990990990991,0.010937154920173773
113.8138138138138,0.010592168299152754
117.71771771771773,0.010268076385245073
121.62162162162161,0.00996305046329568
125.5255255255255,0.00967543836558807
129.42942942942943,0.0094037470932136
133.33333333333331,0.009146627154270113
137.23723723723725,0.008902858449174112
141.14114114114113,0.008671337550149875
145.04504504504501,0.008451066237078893
148.94894894894895,0.008241141165518535
152.85285285285283,0.008040744554976867
156.75675675675677,0.007849135796594868
160.66066066066065,0.0076656438893576775
164.56456456456453,0.007489660622941047
168.46846846846847,0.007320634433395615
172.37237237237235,0.007158064865167364
176.2762762762763,0.007001497579527219
180.18018018018017,0.0068505198554073155
184.08408408408405,0.006704756533980123
187.987987987988,0.006563866363127745
191.89189189189187,0.006427538702283868
195.7957957957958,0.00629549055203759
199.6996996996997,0.006167463876408846
203.60360360360357,0.006043223188877441
207.5075075075075,0.005922553376106553
211.4114114114114,0.005805257735877618
215.31531531531527,0.005691156208074943
219.2192192192192,0.00558008377965033
223.12312312312315,0.005471889046383075
227.02702702702697,0.005366432915949405
230.9309309309309,0.005263587438346237
234.83483483483485,0.005163234751093573
238.73873873873868,0.005065266127882855
242.6426426426426,0.004969581120458831
246.54654654654655,0.004876086784531907
250.4504504504505,0.004784696981427498
254.3543543543543,0.004695331747998707
258.25825825825825,0.0046079167280672385
262.1621621621622,0.004522382659323128
266.066066066066,0.004438664910213662
269.96996996996995,0.004356703061892439
273.8738738738739,0.004276440530786571
277.7777777777777,0.004197824227778999
281.68168168168165,0.004120804250398384
285.5855855855856,0.004045333604765572
289.48948948948953,0.0039713679543667444
293.39339339339335,0.003898865393012851
297.2972972972973,0.003827786239605779
301.20120120120123,0.003758092852566767
305.10510510510505,0.0036897494619943395
309.009009009009,0.0036227220178099585
312.91291291291293,0.003556978052321637
316.81681681681675,0.0034924865557906604
320.7207207207207,0.0034292178637263583
324.62462462462463,0.003367143554759691
328.52852852852857,0.003306236358059843
