wavelength_nm,flux_quiescent,flux_flare_component,flux_total_flare
0.13198384364079233,3.306159518547355e-279,3.306159518547355e-281,3.3392211137328288e-279
0.13231723444462423,3.2647173486636128e-279,3.2647173486636123e-281,3.297364522150249e-279
0.1326514673926536,3.2237946496145435e-279,3.223794649614543e-281,3.256032596110689e-279
0.13298654461213422,3.1833849099180354e-279,3.183384909918035e-281,3.215218759017216e-279
0.13332246823569327,3.1434816997123346e-279,3.143481699712335e-281,3.174916516709458e-279
0.13365924040134503,3.1040786697329593e-279,3.10407866973296e-281,3.1351194564302887e-279
0.1339968632525043,3.0651695503024223e-279,3.065169550302422e-281,3.0958212458054463e-279
0.13433533893800023,3.026748150332612e-279,3.026748150332612e-281,3.0570156318359384e-279
0.13467466961208988,2.9888083563396998e-279,2.9888083563397e-281,3.0186964399030966e-279
0.13501485743447192,2.951344131471382e-279,2.9513441314713823e-281,2.9808575727860957e-279
0.13535590457030042,2.9143495145463144e-279,2.914349514546314e-281,2.9434930096917774e-279
0.13569781319019866,2.8778186191055797e-279,2.8778186191055804e-281,2.9065968052966356e-279
0.13604058547027284,2.8417456324760773e-279,2.8417456324760775e-281,2.870163088800838e-279
0.1363842235921261,2.806124814845596e-279,2.8061248148455964e-281,2.8341860629940523e-279
0.13672872974287226,2.7709504983495435e-279,2.7709504983495435e-281,2.798660003333039e-279
0.13707410611514972,2.7362170861690856e-279,2.7362170861690857e-281,2.7635792570307765e-279
0.13742035490713553,2.7019190516406e-279,2.7019190516406008e-281,2.7289382421570062e-279
0.13776747832255937,2.6680509373762844e-279,2.6680509373762848e-281,2.6947314467500473e-279
0.13811547857071746,2.634607354395807e-279,2.634607354395807e-281,2.660953427939765e-279
0.13846435786648673,2.6015829812688248e-279,2.601582981268825e-281,2.6275988110815132e-279
0.13881411843033886,2.5689725632682537e-279,2.5689725632682538e-281,2.5946622889009363e-279
0.13916476248835447,2.5367709115341583e-279,2.5367709115341587e-281,2.5621386206495e-279
0.13951629227223727,2.504972902248104e-279,2.5049729022481036e-281,2.530022631270585e-279
0.1398687100193282,2.4735734758179008e-279,2.4735734758179012e-281,2.49830921057608e-279
0.14022201797261974,2.4425676360725137e-279,2.4425676360725137e-281,2.4669933124332388e-279
0.1405762183807701,2.4119504494670933e-279,2.411950449467093e-281,2.4360699539617642e-279
0.14093131349811772,2.381717044297973e-279,2.3817170442979733e-281,2.4055342147409527e-279
0.14128730558469532,2.3518626099274986e-279,2.3518626099274985e-281,2.3753812360267737e-279
0.1416441969062447,2.322382396018563e-279,2.3223823960185632e-281,2.3456062199787484e-279
0.14200198973423067,2.29327171177877e-279,2.29327171177877e-281,2.3162044288965576e-279
0.1423606863458559,2.2645259252140346e-279,2.2645259252140343e-281,2.287171184466175e-279
0.14272028902407521,2.236140462391572e-279,2.2361404623915722e-281,2.2585018670154877e-279
0.14308080005761017,2.208110806712083e-279,2.2081108067120834e-281,2.230191914779204e-279
0.14344222174096366,2.1804324981911157e-279,2.1804324981911157e-281,2.2022368231730267e-279
0.14380455637443448,2.153101132749383e-279,2.153101132749383e-281,2.174632144076877e-279
0.14416780626413195,2.1261123615120292e-279,2.126112361512029e-281,2.1473734851271496e-279
0.14453197372199061,2.0994618901166163e-279,2.0994618901166167e-281,2.1204565090177825e-279
0.14489706106578493,2.073145478029859e-279,2.0731454780298588e-281,2.093876932810158e-279
0.14526307061914417,2.0471589378728457e-279,2.0471589378728458e-281,2.0676305272515743e-279
0.14563000471156698,2.0214981347547825e-279,2.0214981347547827e-281,2.04171311610233e-279
0.14599786567843634,1.9961589856150615e-279,1.9961589856150615e-281,2.016120575471212e-279
