time_btjd,flux,flux_err
1586.6605925277295,0.9817622,
1586.681426039404,0.9714352,
1586.702259550613,0.99162275,
1586.7230930615883,1.0107967,
1586.7439265720975,1.0410845,
1586.764760082375,1.1480112,
1586.785593591954,1.2110728,
1586.806427101299,1.128365,
1586.827260610411,1.0252587,
1586.8480941190592,1.0198839,
1586.868927627241,0.99598724,
1586.8897611351895,0.9800071,
1586.9105946424384,0.9273654,
1586.931428149689,0.9746137,
1586.9522616562404,0.9462684,
1586.9730951625595,0.9788175,
1586.993928668413,1.0117,
1587.0147621740334,1.0287822,
1587.0355956789554,1.0244498,
1587.0564291836445,1.0778174,
1587.077262687868,1.0881966,
1587.0980961918576,1.029722,
1587.1189296953821,1.0021544,
1587.1397631984419,0.99871737,
1587.1605967010364,0.94778436,
1587.1814302031635,0.9718673,
1587.2022637050582,0.96779734,
1587.2230972064876,0.9666143,
1587.243930707452,1.01199,
1587.264764208183,1.0193729,
1587.285597708215,1.0869313,
1587.3064312080146,1.1465986,
1587.3272647073475,1.2240472,
1587.348098206216,1.1350098,
1587.368931704852,1.0336645,
1587.389765202789,1.021354,
1587.4105987004925,0.9782728,
1587.4314321977304,0.95501935,
1587.4522656945037,0.98360175,
1587.4730991908104,0.9156935,
1587.493932686652,0.9545694,
1587.5147661822612,0.992205,
1587.535599677171,0.95959395,
1587.5564331718474,1.0073383,
1587.5772666660591,1.0351954,
1587.598100159806,1.0198245,
1587.618933653086,1.0101894,
1587.6397671459,1.0289052,
1587.660600638482,1.0403191,
1587.6814341303657,1.0153232,
1587.7022676220154,0.97897786,
1587.723101112967,0.9676116,
1587.743934603687,1.0239198,
1587.76476809394,1.0170547,
1587.7856015837274,1.0016752,
1587.8064350728164,1.0325747,
1587.8272685616735,1.1330543,
1587.848102050297,1.2393854,
1587.8689355382226,1.2264783,
1587.889769025682,1.150986,
1587.9106025126755,1.0442687,
1587.9314359992031,0.97982794,
1587.9522694852653,0.981366,
1587.9731029710956,0.95344967,
1587.9939364562265,0.96378803,
1588.0147699408922,0.96104455,
1588.0356034253255,0.9868264,
1588.056436909059,0.9852754,
1588.0772703923271,1.0001717,
1588.098103875363,1.0445025,
1588.1189373577,1.0354706,
1588.1397708395712,1.0316113,
1588.1606043212096,0.99078435,
1588.18143780215,0.9997107,
1588.2022712826251,1.017141,
1588.2231047628666,0.9636127,
1588.2439382424095,0.9936273,
1588.2647717214877,0.97786826,
1588.2856052000984,0.96711665,
1588.3064386784777,1.0018326,
1588.327272156158,1.0202087,
1588.3481056333726,1.028104,
1588.368939110122,1.1448574,
1588.3897725864067,1.1825889,
1588.4106060622244,1.167165,
1588.4314395373435,1.0935372,
1588.4522730122294,1.0124514,
1588.4731064866505,0.9759613,
1588.4939399603725,0.9671178,
1588.5147734338616,0.95181006,
1588.535606906653,0.9619079,
1588.5564403792114,0.9642268,
1588.5772738510714,0.9915429,
1588.5981073224657,1.0138379,
1588.6189407933944,1.020743,
1588.6397742638565,1.0491832,
1588.6606077338533,1.0473398,
1588.681441203152,1.0297017,
1588.702274672218,0.9883118,
1588.7231081405848,1.0113751,
1588.743941608719,0.93132216,
1588.764775076155,0.99773985,
1588.785608543125,0.98228276,
1588.8064420096293,0.9799461,
1588.8272754756686,0.91543233,
1588.8481089410088,0.99936074,
1588.868942406117,1.0301024,
1588.8897758705266,1.0529879,
1588.9106093344699,1.182688,
1588.9314427979475,1.2267201,
1588.952276260959,1.1861961,
1588.973109723506,1.0560299,
1588.993943185354,1.0252948,
1589.0147766467364,1.0062134,
1589.0356101078855,0.99645376,
1589.0772770280885,0.97000957,
1589.098110487608,0.98583525,
1589.1189439464297,1.0007695,
1589.1397774050179,0.97269017,
1589.1606108629076,1.003044,
1589.1814443203316,1.0628222,
1589.2022777770576,1.055556,
1589.2231112333166,0.989562,
1589.2439446893436,1.054872,
1589.2647781444393,0.9655655,
1589.2856115993031,1.016707,
1589.3064450537,0.9594879,
1589.3272785073987,0.9290509,
1589.348111960632,0.9514485,
1589.3689454131666,0.96528494,
1589.389778865468,1.0005639,
1589.4106123170714,0.99860156,
1589.4314457682099,1.1034691,
1589.452279218882,1.1741456,
1589.4731126688562,1.1932102,
1589.493946118597,1.1202824,
1589.514779567639,1.0119698,
1589.5356130159826,0.98851675,
1589.5564464640934,1.0041173,
1589.5772799115066,0.9526168,
1589.5981133584526,0.9494336,
1589.6189468047005,0.9991859,
1589.6397802504835,1.0171847,
1589.6606136958005,0.99246615,
1589.681447140651,0.9809738,
1589.7022805848046,1.0255604,
1589.7231140284914,1.0161381,
1589.7439474717114,1.0559096,
1589.7647809144669,1.0444795,
1589.7856143565245,1.0213282,
1589.806447798116,0.99315417,
1589.8272812390092,0.98030525,
1589.8481146794365,0.9354916,
1589.868948119399,0.9935095,
1589.8897815588946,0.9956658,
1589.910614997692,0.9884144,
1589.9314484360243,1.0253296,
1589.9522818736575,1.0131658,
1589.973115310825,1.1232351,
1589.9939487475276,1.2178085,
1590.0147821835317,1.2229714,
1590.0356156193025,1.0484087,
1590.0564490541415,1.052715,
1590.0772824887486,1.0000156,
1590.0981159224234,0.96171993,
1590.1189493558659,0.96652126,
1590.1397827886103,0.9365641,
1590.160616220889,0.96081555,
1590.1814496524685,0.9554638,
1590.2022830835826,1.0284379,
1590.2231165142316,0.9730996,
1590.2439499441816,1.0866346,
1590.2647833736655,1.0505081,
1590.2856168026847,1.0457349,
1590.3064502310044,1.033159,
1590.3272836586254,1.005534,
1590.348117085781,0.9557902,
1590.368950512472,0.97949475,
1590.3897839384636,0.93368304,
1590.4106173639893,0.9839868,
1590.4314507890504,0.968429,
1590.452284213413,0.98141456,
1590.4731176370765,1.0083487,
1590.493951060274,1.0740583,
1590.5147844830071,1.1789824,
1590.5356179050405,1.2093338,
1590.5564513266086,1.2158375,
1590.577284747478,1.0384549,
1590.5981181678815,0.96182394,
1590.6189515875865,1.0983391,
1590.639785006826,1.0004079,
1590.6606184253674,0.929635,
1590.6814518434435,0.95977205,
1590.702285261053,0.97523946,
1590.7231186777321,0.99837106,
1590.7439520941784,0.98614264,
1590.7647855099256,1.005671,
1590.785618924974,1.0833856,
1590.8064523395574,1.0780112,
1590.8272857534416,1.0159941,
1590.8481191668593,1.0080746,
1590.8689525795803,1.0311635,
