time_days,energy_erg,log10_energy,log10_F_NUV,EF_NUV_peak,flare_class,dCO,dSO2,dO3_abiotic,dO2_abiotic
52.29140466342471,1.21269356821863e+30,30.083751074201853,4.099475887022201,32.46420076742233,micro,0.00025968553221332035,-3.696331209155404e-05,3.696331209155404e-10,1.0188469514488413e-08
52.48076968586361,2.4450676325249876e+30,30.388290876558276,4.404015689378622,335.7909778465342,micro,0.00044240941362717326,-5.828109825650354e-05,5.828109825650354e-10,1.6888345166329682e-08
52.52321767077054,1.4284045339718274e+30,30.15485122003924,4.1705760328595884,119.72712882324815,micro,0.0003023456197157531,-4.194032230017119e-05,4.1940322300171193e-10,1.1752672722910947e-08
52.80383398144726,4.631691209813417e+30,30.665739597708946,4.681464410529289,130.00285118410554,micro,0.0006088786463175733,-7.770250873705023e-05,7.770250873705022e-10,2.2992217031644355e-08
55.00930963114115,2.2164732468607883e+30,30.34566249367241,4.361387306492762,159.92372093504204,micro,0.00041683238389565746,-5.5297111454493376e-05,5.529711145449337e-10,1.5950520742840775e-08
55.70806491148047,1.1800928045870187e+31,31.071916162335945,5.087640975156292,70.14778561672678,moderate,0.0009928101453438427,-0.00012629229254688764,1.3505639006251686e-09,3.613486826094045e-08
57.06638869711957,5.292995086379621e+30,30.72370149082497,4.7394263036453195,569.3444168619895,micro,0.0006436557821871918,-8.175984125517236e-05,8.175984125517237e-10,2.4267378680197026e-08
60.43490973586602,1.6799581300606995e+30,30.225298457850748,4.241023270671095,103.14588666684652,micro,0.0003446139624026568,-4.687162894697663e-05,4.687162894697663e-10,1.3302511954764083e-08
61.677593450735465,1.1760588910559074e+31,31.07042906954645,5.086153882366797,669.2301452197157,moderate,0.0009895385412069533,-0.00012584616471003908,1.3446155294671877e-09,3.603077176567578e-08
61.927958519406666,9.54904019002469e+30,30.979959721204235,4.995684534024583,79.54592762085792,micro,0.0007974107204147496,-9.969791738172079e-05,9.96979173817208e-10,2.9905059748540814e-08
62.16702582266893,1.9716812532072877e+30,30.29483670717616,4.3105615199965035,114.9310152919003,micro,0.00038633691199790215,-5.1739306399755245e-05,5.173930639975524e-10,1.4832353439923077e-08
64.30761038861674,1.6019041074246362e+30,30.204636514954963,4.22036132777531,102.4498055847513,micro,0.0003322167966651858,-4.542529294427167e-05,4.542529294427167e-10,1.2847949211056811e-08
67.41884278818512,4.8888328125461296e+30,30.68920518559065,4.7049299984110045,523.4023401145638,micro,0.0006229579990466028,-7.934509988877032e-05,7.934509988877031e-10,2.35084599650421e-08
