time_hours,EF_NUV,n_O3_cm3,n_CH4_cm3,n_OH_cm3,vmr_O3,vmr_CH4,vmr_OH,dO3_frac,dCH4_frac,dOH_frac
3.9179589794897454,1.0219765796065856,85228476221.39386,528115301681.2079,300542.48917194863,2.8998213810580355e-07,1.7968642774991472e-06,1.0225684825730264e-12,-0.03339287298065481,-0.0017420680560292735,0.02256848257302648
3.930965482741371,1.0211863061769337,85228481835.90193,528115286626.0538,300310.08557645686,2.899821572086566e-07,1.7968642262753549e-06,1.021777750478402e-12,-0.03339280930447805,-0.0017420965136917628,0.021777750478402157
3.943971985992997,1.02042445082256,85228487478.58742,528115271579.8507,300086.03915663954,2.899821764073807e-07,1.7968641750820174e-06,1.0210154529138556e-12,-0.033392745308730994,-0.001742124954434734,0.021015452913855686
3.9569784892446225,1.019689991635132,85228493149.01717,528115256542.46185,299870.0493900842,2.8998219570050215e-07,1.7968641239186696e-06,1.0202805673792136e-12,-0.03339268099832617,-0.0017421533785168472,0.02028056737921367
3.9699849924962485,1.018981943453938,85228498846.7611,528115241513.75116,299661.82656110515,2.899822150865576e-07,1.7968640727848485e-06,1.0195721081432073e-12,-0.033392616378141324,-0.0017421817861952627,0.019572108143207336
3.982991495747874,1.018299356544449,85228504571.3922,528115226493.58356,299461.091372136,2.8998223456409425e-07,1.7968640216800945e-06,1.0188891249212718e-12,-0.03339255145301923,-0.0017422101777252953,0.018889124921271868
3.9959979989995,1.0176413153244008,85228510322.48665,528115211481.82513,299267.57456909615,2.8998225413167e-07,1.796863970603952e-06,1.0182307016008883e-12,-0.03339248622776669,-0.0017422385533600675,0.018230701600888518
4.009004502251126,1.0170069371356856,85228516099.62363,528115196478.3427,299081.01658022887,2.899822737878531e-07,1.7968639195559676e-06,1.0175959550127653e-12,-0.033392420707156395,-0.001742266913351317,0.01759595501276551
4.022011005502751,1.016395371060405,85228521902.38548,528115181483.00433,298901.16716792696,2.899822935312225e-07,1.7968638685356928e-06,1.0169840337462054e-12,-0.03339235489592504,-0.0017422952579484745,0.01698403374620546
4.035017508754377,1.0158057967794991,85228527730.35765,528115166495.67883,298727.78509307845,2.899823133603677e-07,1.796863817542681e-06,1.0163941170070723e-12,-0.03339228879877437,-0.0017423235873994711,0.01639411700707253
4.048024012006003,1.0152374234724186,85228533583.12863,528115151516.2361,298560.6377914829,2.899823332738886e-07,1.7968637665764895e-06,1.0158254135168284e-12,-0.03339222242037136,-0.001742351901950276,0.01582541351682846
4.061030515257628,1.0146894887563633,85228539460.29005,528115136544.547,298399.5010619028,2.8998235327039575e-07,1.7968637156366792e-06,1.0152771604511553e-12,-0.03339215576534748,-0.0017423802018448975,0.015277160451155439
4.074037018509254,1.0141612576636665,85228545361.43668,528115121580.4834,298244.15876533306,2.8998237334851037e-07,1.7968636647228139e-06,1.0147486224167484e-12,-0.03339208883829874,-0.0017424084873256134,0.014748622416748495
4.08704352176088,1.0136520216559535,85228551286.16629,528115106623.91815,298094.4025350855,2.89982393506864e-07,1.796863613834461e-06,1.0142390904649035e-12,-0.03339202164378671,-0.00174243675863274,0.014239090464903618
4.100050025012506,1.0131610976737475,85228557234.07985,528115091674.72504,297950.0314972968,2.899824137440989e-07,1.7968635629711913e-06,1.013747881140572e-12,-0.033391954186337135,-0.001742465016004863,0.013747881140572075
4.113056528264131,1.0126878272202553,85228563204.78137,528115076732.7788,297810.8520014888,2.899824340588677e-07,1.7968635121325783e-06,1.0132743355656158e-12,-0.03339188647044098,-0.0017424932596787222,0.013274335565615887
4.126063031515757,1.0122315754780973,85228569197.87798,528115061797.9553,297676.6773608168,2.899824544498338e-07,1.7968634613181998e-06,1.0128178185550268e-12,-0.033391818500554074,-0.001742521489888981,0.012817818555026943
4.139069534767383,1.0117917304578001,85228575212.97992,528115046870.1312,297547.32760165835,2.89982474915671e-07,1.7968634105276362e-06,1.0123777177649247e-12,-0.03339175028109661,-0.001742549706868803,0.012377717764924804
4.152076038019009,1.0113677021769105,85228581249.7005,528115031949.1843,297422.6292222076,2.899824954550637e-07,1.7968633597604715e-06,1.0119534428711962e-12,-0.03339168181645431,-0.0017425779108491593,0.011953442871196436
4.1650825412706345,1.0109589218686266,85228587307.65617,528115017034.9933,297302.41495974973,2.8998251606670684e-07,1.796863309016293e-06,1.0115444247776686e-12,-0.03339161311097713,-0.0017426061020594061,0.011544424777668785
4.1780890445222605,1.0105648412188875,85228593386.46648,528115002127.43787,297186.5235663045,2.89982536749306e-07,1.7968632582946917e-06,1.0111501148527556e-12,-0.033391544168980006,-0.001742634280726823,0.011150114852755674
4.191095547773887,1.010184931630897,85228599485.75401,528114987226.3987,297074.7995923377,2.8998255750157704e-07,1.7968632075952612e-06,1.0107699841935565e-12,-0.03339147499474313,-0.0017426624470770742,0.010769984193556664
4.204102051025513,1.0098186835160945,85228605605.14453,528114972331.7573,296967.0931782501,2.899825783222467e-07,1.796863156917599e-06,1.010403522916416e-12,-0.03339140559251103,-0.0017426906013339784,0.010403522916416295
4.217108554277139,1.0094656056106226,85228611744.26688,528114957443.39655,296863.2598533647,2.8998259921005206e-07,1.7968631062613055e-06,1.0100502394729965e-12,-0.033391335966493116,-0.0017427187437191616,0.010050239472996646
4.2301150575287645,1.0091252243163744,85228617902.75296,528114942561.1999,296763.1603421417,2.899826201637408e-07,1.7968630556259851e-06,1.0097096599909418e-12,-0.033391266120864,-0.0017427468744527505,0.00970965999094187
4.2431215607803905,1.008797083065737,85228624080.23784,528114927685.052,296666.66037736286,2.899826411820712e-07,1.796863005011245e-06,1.0093813276382546e-12,-0.03339119605976265,-0.0017427749937527952,0.009381327638254833
4.2561280640320165,1.008480741709177,85228630276.35962,528114912814.8384,296573.6305200328,2.89982662263812e-07,1.7968629544166957e-06,1.009064802010527e-12,-0.03339112578729342,-0.0017428031018357302,0.009064802010527095
4.2691345672836425,1.0081757759248522,85228636490.75957,528114897950.44556,296483.9459857575,2.8998268340774255e-07,1.796862903841951e-06,1.0087596585402083e-12,-0.03339105530752484,-0.001742831198916029,0.008759658540208473
4.282141070535268,1.007881776649448,85228642723.08199,528114883091.7612,296397.4864773656,2.899827046126527e-07,1.7968628532866293e-06,1.008465487927115e-12,-0.03339098462449102,-0.001742859285205973,0.008465487927115078
4.295147573786894,1.007598349529486,85228648972.97435,528114868238.6737,296314.1360235486,2.89982725877343e-07,1.79686280275035e-06,1.0081818955894184e-12,-0.033390913742190054,-0.0017428873609166898,0.008181895589418514
4.30815407703852,1.0073251143923603,85228655240.08716,528114853391.07263,296233.7828233038,2.8998274720062427e-07,1.7968627522327379e-06,1.007908501134376e-12,-0.03339084266458577,-0.0017429154262567689,0.00790850113437613
4.321160580290145,1.0070617047363961,85228661524.07408,528114838548.84845,296156.31909597095,2.8998276858131817e-07,1.79686270173342e-06,1.0076449378480952e-12,-0.03339077139560602,-0.0017429434814333002,0.007644937848095302
4.334167083541771,1.0068077672392457,85228667824.59184,528114823711.8925,296081.64093666145,2.899827900182568e-07,1.796862651252027e-06,1.0073908522036432e-12,-0.03339069993914403,-0.0017429715266516425,0.007390852203643329
4.347173586793397,1.0065629612839633,85228674141.30026,528114808880.0974,296009.64817688655,2.8998281151028265e-07,1.7968626007881933e-06,1.0071459033868483e-12,-0.03339062829905789,-0.001742999562114848,0.0071459033868484095
4.360180090045023,1.0063269585021204,85228680473.86232,528114794053.35645,295940.244250197,2.8998283305624904e-07,1.7968625503415557e-06,1.0069097628391506e-12,-0.033390556479169886,-0.0017430275880245837,0.006909762839150626
4.373186593296648,1.0060994423333514,85228686821.94402,528114779231.564,295873.3360626542,2.899828546550196e-07,1.7968624999117553e-06,1.0066821138168912e-12,-0.03339048448326802,-0.0017430556045804405,0.006682113816891354
4.386193096548274,1.0058801076007393,85228693185.21451,528114764414.6156,295808.83386796,2.899828763054686e-07,1.7968624494984359e-06,1.0064626509664544e-12,-0.03339041231510449,-0.0017430836119800475,0.006462650966454501
4.3991995997999,1.0056686601014675,85228699563.34604,528114749602.4074,295746.6511470755,2.8998289800648106e-07,1.7968623991012448e-06,1.0062510799146796e-12,-0.03339033997839653,-0.0017431116104195342,0.0062510799146796815
4.412206103051526,1.0054648162121949,85228705956.01395,528114734794.8369,295686.70449217,2.899829197569521e-07,1.796862348719833e-06,1.0060471168740096e-12,-0.03339026747682623,-0.001743139600092723,0.006047116874009642
4.425212606303151,1.0052683025086186,85228712362.89667,528114719991.8023,295628.91349474224,2.8998294155578785e-07,1.7968622983538543e-06,1.0058504882618326e-12,-0.03339019481404057,-0.0017431675811920516,0.005850488261832652
4.438219109554777,1.0050788553987198,85228718783.67575,528114705193.203,295573.2006377653,2.8998296340190465e-07,1.7968622480029663e-06,1.0056609303335153e-12,-0.03339012199365121,-0.00174319555390765,0.005660930333515437
4.451225612806403,1.0048962207691958,85228725218.03584,528114690398.9392,295519.4911917095,2.899829852942296e-07,1.7968621976668293e-06,1.0054781888286304e-12,-0.033390049019234695,-0.0017432235184281486,0.005478188828630549
4.464232116058029,1.0047201536446082,85228731665.66467,528114675608.9122,295467.71311430493,2.899830072317002e-07,1.7968621473451076e-06,1.0053020186299075e-12,-0.033389975894332596,-0.001743251474940217,0.005302018629907613
4.477238619309654,1.004550417858786,85228738126.2531,528114660823.02423,295417.79695390776,2.8998302921326467e-07,1.7968620970374689e-06,1.0051321834344453e-12,-0.03338990262245103,-0.0017432794236284473,0.0051321834344454295
4.49024512256128,1.004386785738047,85228744599.49504,528114646041.17847,295369.67575634184,2.899830512378816e-07,1.7968620467435832e-06,1.0049684554367496e-12,-0.0333898292070613,-0.001743307364676048,0.004968455436749798
4.503251625812907,1.0042290377958099,85228751085.08759,528114631263.2791,295323.2849750907,2.8998307330452035e-07,1.7968619964631247e-06,1.0048106150231694e-12,-0.03338975565159892,-0.0017433352982640347,0.004810615023169519
4.516258129064533,1.0040769624381858,85228757582.73083,528114616489.23145,295278.562384718,2.8998309541216047e-07,1.7968619461957715e-06,1.0046584504773171e-12,-0.033389681959465116,-0.0017433632245714623,0.004658450477317216
4.529264632316158,1.0039303556801615,85228764092.12807,528114601718.9415,295235.4479974023,2.8998311755979247e-07,1.7968618959412034e-06,1.004511757696087e-12,-0.033389608134025126,-0.0017433911437758857,0.00451175769608702
4.542271135567784,1.003789020871983,85228770612.98561,528114586952.3165,295193.8839824727,2.8998313974641714e-07,1.796861845699105e-06,1.0043703399158812e-12,-0.03338953417860956,-0.001743419056052783,0.0043703399158813525
4.55527763881941,1.0036527684353835,85228777145.01292,528114572189.2645,295153.81458883826,2.899831619710459e-07,1.7968617954691634e-06,1.004234007448684e-12,-0.03338946009651359,-0.001743446961575902,0.004234007448684159
4.568284142071036,1.0035214156092918,85228783687.92255,528114557429.6947,295115.18607020663,2.8998318423270077e-07,1.7968617452510696e-06,1.0041025774276244e-12,-0.0333893858909974,-0.001743474860516914,0.004102577427624527
4.581290645322661,1.0033947862046892,85228790241.43011,528114542673.5171,295077.946612992,2.899832065304142e-07,1.7968616950445175e-06,1.0039758735616894e-12,-0.03338931156528605,-0.0017435027530458746,0.0039758735616894515
4.594297148574287,1.0032727103682788,85228796805.25441,528114527920.6427,295042.04626681487,2.899832288632293e-07,1.7968616448492042e-06,1.0038537258992563e-12,-0.03338923712256895,-0.0017435306393309938,0.0038537258992563813
4.607303651825913,1.0031550243546543,85228803379.11725,528114513170.9837,295007.43687750224,2.8998325123019967e-07,1.796861594664831e-06,1.0037359706001314e-12,-0.03338916256600108,-0.0017435585195382892,0.0037359706001314687
4.620310155077539,1.0030415703066624,85228809962.74359,528114498424.453,294974.0720224962,2.8998327363038947e-07,1.7968615444911016e-06,1.0036224497157838e-12,-0.033389087898701764,-0.0017435863938323947,0.003622449715783959
4.633316658329164,1.0029321960436604,85228816555.8615,528114483680.9646,294941.90694858466,2.8998329606287345e-07,1.7968614943277234e-06,1.0035130109774803e-12,-0.03338901312375519,-0.0017436142623758666,0.003513010977480444
4.64632316158079,1.0028267548573921,85228823158.2021,528114468940.4336,294910.898511873,2.8998331852673683e-07,1.7968614441744075e-06,1.0034075075920436e-12,-0.0333889382442106,-0.0017436421253291855,0.0034075075920437085
4.659329664832416,1.002725105315201,85228829769.49966,528114454202.7758,294881.00511991273,2.899833410210754e-07,1.7968613940308674e-06,1.003305798044951e-12,-0.03338886326308193,-0.0017436699828514467,0.0033057980449511613
4.672336168084042,1.0026271110703204,85228836389.49153,528114439467.9083,294852.1866759119,2.899833635449956e-07,1.796861343896821e-06,1.0032077459105148e-12,-0.033388788183347985,-0.0017436978350994384,0.0032077459105150116
4.685342671335667,1.0025326406789865,85228843017.91817,528114424735.7489,294824.40452495177,2.899833860976143e-07,1.7968612937719886e-06,1.0031132196688904e-12,-0.03338871300795226,-0.0017437256822285647,0.0031132196688904838
4.698349174587293,1.0024415674241265,85228849654.52312,528114410006.2166,294797.6214021369,2.89983408678059e-07,1.7968612436560948e-06,1.0030220925296603e-12,-0.033388637739803294,-0.0017437535243918067,0.003022092529660359
4.711355677838919,1.0023537691453894,85228856299.05304,528114395279.2312,294771.80138261087,2.899834312854677e-07,1.7968611935488664e-06,1.002934242261768e-12,-0.033388562381774345,-0.001743781361740876,0.002934242261768084
4.724362181090545,1.002269128075285,85228862951.25768,528114380554.7136,294746.90983336786,2.899834539189889e-07,1.7968611434500346e-06,1.0028495510295616e-12,-0.03338848693670368,-0.0017438091944251774,0.0028495510295617997
4.7373686843421705,1.0021875306812194,85228869610.8899,528114365832.58563,294722.9133667988,2.899834765777818e-07,1.7968610933593333e-06,1.0027679052347382e-12,-0.03338841140739411,-0.0017438370225926153,0.0027679052347383657
4.7503751875937965,1.0021088675132075,85228876277.70563,528114351112.77014,294699.77979590656,2.899834992610159e-07,1.7968610432765e-06,1.0026891953639679e-12,-0.033388335796613655,-0.0017438648463889031,0.0026891953639679427
4.7633816908454225,1.0020330330570648,85228882951.46396,528114336395.191,294677.4780911325,2.899835219678716e-07,1.7968609932012755e-06,1.0026133158419991e-12,-0.0333882601070947,-0.0017438926659580224,0.002613315841999313
4.7763881940970485,1.001959925592875,85228889631.92702,528114321679.77277,294655.97833873495,2.899835446975395e-07,1.7968609431334037e-06,1.0025401648900475e-12,-0.03338818434153498,-0.0017439204814424557,0.0025401648900476824
4.789394697348674,1.0018894470585502,85228896318.86009,528114306966.44147,294635.2517006648,2.8998356744922104e-07,1.796860893072632e-06,1.0024696443892738e-12,-0.033388108502596464,-0.0017439482929821472,0.0024696443892738623
4.8024012006003,1.0018215029182957,85228903012.03151,528114292255.1237,294615.270375884,2.89983590222128e-07,1.7968608430187116e-06,1.0024016597491745e-12,-0.03338803259290664,-0.0017439761007157718,0.0024016597491745982
4.815407703851926,1.0017560020358047,85228909711.21274,528114277545.7472,294596.0075630743,2.899836130154828e-07,1.796860792971396e-06,1.0023361197807021e-12,-0.03338795661505736,-0.0017440039047800437,0.002336119780702247
4.8284142071035525,1.0016928565520147,85228916416.17834,528114262838.2407,294577.43742468813,2.899836358285184e-07,1.7968607429304428e-06,1.0022729365739515e-12,-0.03338788057160535,-0.0017440317053094845,0.0022729365739515965
4.841420710355178,1.0016319817672565,85228923126.70598,528114248132.53394,294559.535052291,2.8998365866047827e-07,1.7968606928956133e-06,1.0022120253802397e-12,-0.03338780446507236,-0.0017440595024371163,0.002212025380239748
4.854427213606804,1.0015732960276453,85228929842.5764,528114233428.5575,294542.2764331514,2.899836815106165e-07,1.7968606428666708e-06,1.0021533044984317e-12,-0.03338772829794487,-0.0017440872962939994,0.0021533044984319146
4.86743371685843,1.0015167206155529,85228936563.57346,528114218726.2431,294525.6384180309,2.8998370437819767e-07,1.7968605928433834e-06,1.0020966951653501e-12,-0.03338765207267437,-0.0017441150870092337,0.002096695165350139
4.880440220110056,1.0014621796440215,85228943289.48413,528114204025.5233,294509.59869013354,2.8998372726249697e-07,1.7968605428255214e-06,1.0020421214501256e-12,-0.03338757579167672,-0.001744142874710303,0.002042121450125708
4.893446723361681,1.001409599954974,85228950020.09848,528114189326.3317,294494.1357351712,2.899837501628001e-07,1.7968604928128591e-06,1.0019895101523503e-12,-0.03338749945733299,-0.0017441706595227302,0.0019895101523504924
4.906453226613307,1.0013589110210817,85228956755.20964,528114174628.60297,294479.22881250526,2.899837730784032e-07,1.7968604428051738e-06,1.0019387907038878e-12,-0.033387423071989296,-0.0017441984415700774,0.0019387907038879778
4.919459729864933,1.001310044851166,85228963494.6139,528114159932.27264,294464.85792732704,2.899837960086132e-07,1.7968603928022467e-06,1.0018898950742203e-12,-0.03338734663795593,-0.0017442262209740598,0.0018898950742204206
4.932466233116559,1.0012629358989968,85228970238.11061,528114145237.2772,294451.0038038371,2.8998381895274736e-07,1.7968603428038614e-06,1.0018427576791933e-12,-0.03338727015750873,-0.0017442539978547778,0.0018427576791934797
4.945472736368184,1.0012175209753738,85228976985.50224,528114130543.55426,294437.64785939053,2.899838419101337e-07,1.7968602928098055e-06,1.001797315293048e-12,-0.033387193632887745,-0.0017442817723302558,0.0017973152930480243
4.95847923961981,1.001173739163367,85228983736.59435,528114115851.04236,294424.7721795704,2.899838648801105e-07,1.7968602428198702e-06,1.00175350696361e-12,-0.03338711706629838,-0.0017443095445165559,0.0017535069636099875
4.971485742871436,1.0011315317366085,85228990491.19559,528114101159.68085,294412.35949415946,2.8998388786202683e-07,1.796860192833849e-06,1.001711273930536e-12,-0.03338704045991058,-0.0017443373145283562,0.0017112739305360726
4.984492246123062,1.0010908420805174,85228997249.11775,528114086469.4103,294400.39315397374,2.899839108552423e-07,1.7968601428515395e-06,1.001670559546492e-12,-0.03338696381585899,-0.0017443650824780276,0.0016705595464921287
4.997498749374687,1.001051615616363,85229004010.17567,528114071780.1721,294388.8571085313,2.899839338591269e-07,1.796860092872743e-06,1.0016313092011732e-12,-0.03338688713624364,-0.00174439284847621,0.0016313092011732934
5.010505252626313,1.0010137997280537,85229010774.18733,528114057091.9088,294377.73588452215,2.8998395687306133e-07,1.7968600428972629e-06,1.0015934702480497e-12,-0.033386810423128896,-0.0017444206126316978,0.0015934702480498448
5.023511755877939,1.0009773436915634,85229017540.9738,528114042404.5637,294367.0145650539,2.899839798964368e-07,1.7968599929249073e-06,1.001556991933752e-12,-0.033386733678544014,-0.0017444483750515547,0.00155699193375222
5.036518259129565,1.0009421986068912,85229024310.35924,528114027718.08124,294356.6787696429,2.89984002928655e-07,1.7968599429554865e-06,1.0015218253299926e-12,-0.03338665690448329,-0.0017444761358408828,0.0015218253299926086
5.04952476238119,1.0009083173324704,85229031082.17091,528114013032.40674,294346.71463492484,2.899840259691283e-07,1.7968598929888147e-06,1.0014879232679351e-12,-0.033386580102905704,-0.0017445038951029385,0.00148792326793519
5.062531265632816,1.000875654421936,85229037856.23918,528113998347.48663,294337.1087960595,2.899840490172794e-07,1.7968598430247097e-06,1.0014552402749265e-12,-0.033386503275735294,-0.0017445316529390174,0.001455240274926689
5.075537768884442,1.0008441660631648,85229044632.39754,528113983663.2682,294327.8483688039,2.8998407207254187e-07,1.7968597930629922e-06,1.0014237325135022e-12,-0.033386426424860435,-0.001744559409448799,0.0014237325135022809
5.088544272136068,1.0008138100195094,85229051410.48251,528113968979.6997,294318.92093223,2.899840951343595e-07,1.796859743103486e-06,1.001393357722584e-12,-0.033386349552135076,-0.0017445871647300021,0.001393357722584071
5.101550775387693,1.0007845455731437,85229058190.33382,528113954296.7305,294310.31451206416,2.8998411820218683e-07,1.7968596931460189e-06,1.001364075160795e-12,-0.03338627265937716,-0.0017446149188783842,0.0013640751607951007
5.114557278639319,1.000756333470446,85229064971.79419,528113939614.3109,294302.01756462513,2.8998414127548894e-07,1.7968596431904216e-06,1.0013358455518099e-12,-0.03338619574837019,-0.0017446426719879718,0.0013358455518100647
5.127563781890945,1.0007291358693473,85229071754.70952,528113924932.3921,294294.0189613405,2.8998416435374136e-07,1.7968595932365282e-06,1.0013086310316733e-12,-0.033386118820862044,-0.0017446704241509462,0.001308631031673417
5.140570285142572,1.0007029162885723,85229078538.92876,528113910250.92633,294286.30797381926,2.899841874364303e-07,1.7968595432841764e-06,1.0012823950980107e-12,-0.03338604187856579,-0.0017446981754575266,0.0012823950980108017
5.153576788394197,1.000677639558705,85229085324.30399,528113895569.8668,294278.8742594614,2.899842105230523e-07,1.796859493333207e-06,1.0012571025610661e-12,-0.033385964923159026,-0.0017447259259962022,0.0012571025610662704
5.166583291645823,1.0006532717750136,85229092110.69038,528113880889.1678,294271.7078475846,2.8998423361311475e-07,1.7968594433834637e-06,1.0012327194965e-12,-0.033385887956284215,-0.0017447536758535007,0.0012327194965001324
5.179589794897449,1.0006297802519752,85229098897.94621,528113866208.78436,294264.79912605084,2.8998425670613536e-07,1.7968593934347944e-06,1.001209213199887e-12,-0.03338581097954888,-0.0017447814251142194,0.0012092131998870312
5.192596298149075,1.0006071334794309,85229105685.93285,528113851528.6727,294258.1388283725,2.8998427980164243e-07,1.7968593434870498e-06,1.0011865521428458e-12,-0.03338573399452523,-0.0017448091738611938,0.001186552142845923
5.2056028014007,1.0005853010803207,85229112474.51477,528113836848.79004,294251.71802128316,2.8998430289917497e-07,1.7968592935400842e-06,1.00116470593075e-12,-0.03338565700275016,-0.0017448369221754144,0.0011647059307500678
5.218609304652326,1.0005642537699382,85229119263.55954,528113822169.09436,294245.52809275506,2.8998432599828225e-07,1.796859243593755e-06,1.0011436452619585e-12,-0.0333855800057258,-0.0017448646701361402,0.0011436452619586102
5.231615807903952,1.000543963316649,85229126052.93784,528113807489.5448,294239.5607404474,2.8998434909852434e-07,1.7968591936479228e-06,1.001123341888512e-12,-0.0333855030049188,-0.0017448924178206696,0.001123341888512118
5.244622311155578,1.0005244025040227,85229132842.52344,528113792810.10144,294233.80796057,2.899843721994718e-07,1.796859143702452e-06,1.001103768578242e-12,-0.033385426001760664,-0.0017449201653044547,0.0011037685782421724
5.257628814407203,1.000505545094326,85229139632.19322,528113778130.7254,294228.2620371472,2.8998439530070566e-07,1.7968590937572102e-06,1.0010848990782437e-12,-0.03338534899764778,-0.0017449479126609862,0.0010848990782439103
5.270635317658829,1.0004873657933298,85229146421.82716,528113763451.3786,294222.9155316688,2.899844184018176e-07,1.796859043812068e-06,1.0010667080796627e-12,-0.0333852719939414,-0.0017449756599622554,0.0010667080796628043
5.283641820910455,1.0004698402163799,85229153211.30833,528113748772.0242,294217.7612731117,2.8998444150240973e-07,1.7968589938668998e-06,1.0010491711837447e-12,-0.033385194991967654,-0.001745003407277946,0.0010491711837447776
5.296648324162081,1.0004529448556898,85229160000.5229,528113734092.62604,294212.7923483215,2.8998446460209474e-07,1.7968589439215828e-06,1.001032264869111e-12,-0.033385117993017535,-0.0017450311546762414,0.001032264869111237
5.3096548274137065,1.0004366570488084,85229166789.36017,528113719413.1492,294208.00209273986,2.89984487700496e-07,1.796858893975998e-06,1.001015966460208e-12,-0.03338504099834656,-0.0017450589022233649,0.0010159664602081226
5.3226613306653325,1.0004209549482213,85229173577.7125,528113704733.55963,294203.3840814641,2.899845107972474e-07,1.7968588440300298e-06,1.0010002540968887e-12,-0.03338496400917546,-0.0017450866499834617,0.001000254096888773
5.3356678339169585,1.0004058174920467,85229180365.47536,528113690053.8242,294198.9321206301,2.899845338919931e-07,1.7968587940835652e-06,1.0009851067050939e-12,-0.033384887026689666,-0.0017451143980192938,0.0009851067050939682
5.3486743371685845,1.0003912243757842,85229187152.54735,528113675373.91095,294194.64023910416,2.899845569843882e-07,1.7968587441364957e-06,1.000970503968584e-12,-0.033384810052039304,-0.0017451421463913147,0.000970503968584189
5.36168084042021,1.0003771560250787,85229193938.83014,528113660693.78864,294190.502680473,2.899845800740981e-07,1.7968586941887147e-06,1.0009564263016868e-12,-0.03338473308633954,-0.0017451698951584792,0.000956426301686868
5.374687343671836,1.000363593569465,85229200724.2285,528113646013.42725,294186.513895323,2.8998460316079886e-07,1.7968586442401205e-06,1.000942854823027e-12,-0.033384656130670425,-0.0017451976443775491,0.000942854823027134
5.387693846923462,1.0003505188170565,85229207508.65033,528113631332.7976,294182.6685337963,2.8998462624417705e-07,1.7968585942906135e-06,1.0009297713302002e-12,-0.033384579186076506,-0.0017452253941036716,0.0009297713302002695
5.400700350175087,1.0003379142301432,85229214292.0066,528113616651.8716,294178.96143841534,2.899846493239298e-07,1.796858544340098e-06,1.0009171582753575e-12,-0.0333845022535674,-0.0017452531443900323,0.0009171582753575564
5.413706853426713,1.0003257629016669,85229221074.21141,528113601970.62195,294175.38763716357,2.8998467239976473e-07,1.7968584943884814e-06,1.0009049987416652e-12,-0.03338442533411758,-0.0017452808952880864,0.0009049987416653077
5.426713356678339,1.0003140485325448,85229227855.18192,528113587289.0225,294171.94233681797,2.899846954714001e-07,1.7968584444356747e-06,1.000893276420618e-12,-0.033384348428666395,-0.0017453086468473278,0.000893276420618073
5.439719859929965,1.0003027554098052,85229234634.83841,528113572607.0481,294168.6209165184,2.8998471853856464e-07,1.7968583944815922e-06,1.0008819755901594e-12,-0.03338427153811788,-0.0017453363991154045,0.0008819755901594766
5.452726363181592,1.0002918683855122,85229241413.10428,528113557924.6744,294165.4189215702,2.899847416009977e-07,1.7968583445261512e-06,1.0008710810935962e-12,-0.033384194663340944,-0.0017453641521382338,0.0008710810935962311
5.465732866433217,1.0002813728564466,85229248189.90599,528113543241.8782,294162.3320574685,2.8998476465844914e-07,1.7968582945692726e-06,1.000860578319266e-12,-0.03338411780516955,-0.0017453919059596563,0.0008605783192661129
5.478739369684843,1.0002712547445176,85229254965.17316,528113528558.6372,294159.3561841378,2.899847877106794e-07,1.7968582446108808e-06,1.0008504531809388e-12,-0.03338404096440199,-0.0017454196606217823,0.0008504531809389065
5.491745872936469,1.0002615004778803,85229261738.83846,528113513874.9302,294156.4873103792,2.8998481075745946e-07,1.7968581946509032e-06,1.000840692098923e-12,-0.0333839641418018,-0.001745447416164876,0.0008406920989231874
5.504752376188095,1.0002520969727302,85229268510.83765,528113499190.7367,294153.7215885162,2.899848337985707e-07,1.7968581446892706e-06,1.0008312819818495e-12,-0.03338388733809754,-0.0017454751726274711,0.0008312819818496291
5.51775887943972,1.0002430316157545,85229275281.10965,528113484506.03754,294151.0553092341,2.899848568338054e-07,1.7968580947259173e-06,1.0008222102091124e-12,-0.033383810553981944,-0.0017455029300459093,0.0008222102091126168
5.530765382691346,1.0002342922472114,85229282049.59644,528113469820.8143,294148.4848966042,2.8998487986296603e-07,1.796858044760781e-06,1.0008134646139395e-12,-0.03338373379011315,-0.0017455306884550325,0.0008134646139396682
5.543771885942972,1.0002258671446222,85229288816.24307,528113455135.0495,294146.0069032877,2.8998490288586576e-07,1.7968579947938022e-06,1.0008050334670743e-12,-0.03338365704711415,-0.0017455584478877212,0.0008050334670744003
5.556778389194598,1.0002177450070457,85229295580.99779,528113440448.7269,294143.6180059111,2.8998492590232835e-07,1.7968579448249254e-06,1.0007969054610405e-12,-0.03338358032557213,-0.001745586208374779,0.0007969054610405658
5.569784892446223,1.0002099149399202,85229302343.81184,528113425761.831,294141.31500060874,2.8998494891218805e-07,1.7968578948540979e-06,1.0007890696949766e-12,-0.03338350362603982,-0.0017456139699456256,0.0007890696949766594
5.582791395697849,1.0002023664404505,85229309104.63963,528113411074.3474,294139.0947987254,2.8998497191528965e-07,1.796857844881271e-06,1.0007815156600143e-12,-0.033383426949034484,-0.0017456417326272577,0.0007815156600143593
5.595797898949475,1.0001950893835196,85229315863.43864,528113396386.26263,294136.95442267304,2.899849949114885e-07,1.7968577949063984e-06,1.000774233225181e-12,-0.033383350295038264,-0.0017456694964452873,0.0007742332251811982
5.608804402201101,1.0001880740081082,85229322620.16946,528113381697.5642,294134.8910019371,2.8998501790065055e-07,1.7968577449294382e-06,1.0007672126238123e-12,-0.03338327366449815,-0.00174569726142325,0.0007672126238124094
